"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",13.19213,25.05606,24.5082,15.64403,15.29422,17.77619,14.05537,27.35333,17.60431,15.68231,14.35218,24.22433,17.07705,17.73449
"Feb",12.63123,18.33969,11.9865,10.96731,12.61256,10.35462,10.50262,16.95547,11.52556,14.33705,7.327875,11.58667,9.286926,11.8477
"Mar",13.25994,15.3868,12.36794,11.95407,10.78586,13.06007,10.25239,13.50491,6.161832,14.37053,11.93288,13.95211,12.65177,12.88132
"Apr",11.47268,12.86749,12.19646,9.469406,19.4121,14.057,10.12516,12.32496,9.532999,10.56164,14.2435,9.480166,10.0224,8.301521
"May",12.27017,10.16484,7.027577,6.356183,9.843277,16.92274,14.42815,11.21454,23.2968,7.879846,24.64697,16.15937,10.71168,17.81603
"Jun",13.01301,13.4113,10.55718,23.84681,22.96506,22.56814,25.77489,36.70206,40.09597,15.90175,32.26452,34.34548,24.344,29.2405
"Jul",45.45984,40.98344,42.08477,61.6441,58.95388,64.06037,59.5393,73.14928,63.97976,50.69412,70.43311,67.28754,69.6918,65.93579
"Aug",66.69166,71.73598,71.33168,75.79089,80.03667,73.18294,73.09053,77.02278,70.12836,76.7738,82.42973,73.64664,73.08418,76.73588
"Sep",66.90823,68.97752,79.45284,73.43884,72.28008,75.97318,63.05598,68.05388,65.45238,70.44836,67.0332,65.59966,69.38107,66.03196
"Oct",61.38706,50.94062,48.41555,55.7203,54.3328,57.45597,53.45653,47.55114,53.69956,50.86748,45.67062,48.95609,49.20319,57.50769
"Nov",45.10592,29.25332,25.89249,30.71261,32.84773,31.46144,40.32045,26.66203,38.42746,27.71588,29.52109,39.51022,37.67938,38.63791
"Dec",30.31664,20.70538,24.64708,20.54693,25.26082,17.85298,37.62482,15.75409,20.25807,21.0869,22.95562,20.81598,20.67936,25.43643
